EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,JobLevel,MonthlyIncome,PercentSalaryHike,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,BusinessTravel,OverTime,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,NumCompaniesWorked,TrainingTimesLastYear,DistanceFromHome,Attrition
1117,40,Male,Single,Research & Development,Research Scientist,Human Resources,1,3,6702,18,1,3,3,1,3,4,Travel_Frequently,Yes,3,11,2,2,3,0,22,Yes
1118,58,Male,Divorced,Sales,Sales Representative,Medical,2,2,11224,14,1,3,3,3,3,2,Travel_Frequently,No,8,35,12,9,8,2,14,No
1119,23,Female,Single,Sales,Sales Representative,Medical,4,3,3847,23,3,3,2,3,2,4,Travel_Frequently,Yes,9,5,6,1,1,1,5,Yes
1120,56,Female,Single,Sales,Sales Representative,Human Resources,3,1,10541,18,1,3,3,4,3,3,Non-Travel,Yes,36,40,2,10,3,4,5,No
1121,35,Male,Divorced,Sales,Sales Executive,Technical Degree,2,3,9407,12,2,3,4,4,4,3,Travel_Rarely,No,22,1,0,0,7,6,12,No
1122,42,Male,Married,Research & Development,Healthcare Representative,Marketing,5,3,18067,22,0,3,3,3,3,3,Non-Travel,No,20,39,0,13,9,1,19,No
1123,52,Female,Single,Research & Development,Research Director,Technical Degree,4,2,26545,20,3,3,4,4,2,3,Non-Travel,No,37,21,6,8,4,6,5,No
1124,25,Male,Single,Sales,Manager,Technical Degree,4,5,26871,24,1,4,3,3,4,4,Travel_Frequently,Yes,18,19,11,15,9,3,28,Yes
1125,25,Female,Single,Research & Development,Healthcare Representative,Medical,1,3,15290,18,1,4,2,4,3,4,Travel_Frequently,Yes,15,33,6,14,2,5,2,Yes
1126,38,Male,Divorced,Human Resources,Manager,Other,2,2,20573,24,2,4,4,3,3,2,Travel_Frequently,No,7,4,0,1,2,0,27,Yes
1127,51,Female,Married,Human Resources,Human Resources,Technical Degree,4,5,7268,17,0,3,3,2,2,4,Travel_Frequently,Yes,34,18,12,15,1,5,7,Yes
1128,58,Female,Divorced,Research & Development,Healthcare Representative,Technical Degree,3,5,10594,22,2,3,3,2,2,3,Travel_Frequently,Yes,23,16,2,6,5,0,27,Yes
1129,22,Male,Married,Research & Development,Research Scientist,Other,1,5,6862,25,0,4,4,4,2,3,Travel_Rarely,No,2,6,4,4,1,0,10,No
1130,22,Male,Single,Sales,Sales Executive,Other,1,3,10541,19,1,3,3,3,4,3,Travel_Frequently,Yes,3,22,6,1,9,5,1,No
1131,51,Female,Married,Sales,Sales Representative,Human Resources,1,2,7877,25,1,4,3,1,3,4,Travel_Frequently,No,33,20,17,6,7,5,4,Yes
1132,41,Male,Married,Research & Development,Research Scientist,Technical Degree,4,3,12770,20,1,3,4,3,3,2,Non-Travel,Yes,4,33,15,1,5,6,1,Yes
1133,31,Male,Single,Research & Development,Manufacturing Director,Medical,5,3,15950,14,0,3,2,2,3,3,Non-Travel,No,32,23,5,9,2,3,13,No
1134,47,Male,Married,Research & Development,Research Scientist,Technical Degree,5,2,11033,11,2,3,2,1,1,4,Non-Travel,No,21,30,6,5,7,1,16,No
1135,55,Female,Single,Research & Development,Research Director,Medical,3,2,27199,24,1,4,4,3,2,4,Travel_Frequently,No,0,35,17,14,3,0,18,No
1136,26,Female,Divorced,Human Resources,Manager,Technical Degree,4,1,13720,12,2,3,3,2,4,2,Travel_Rarely,Yes,30,0,1,0,0,6,20,No
1137,23,Female,Married,Sales,Sales Representative,Technical Degree,2,1,5965,16,1,3,1,4,4,4,Non-Travel,Yes,30,9,1,9,6,0,22,Yes
1138,48,Male,Married,Research & Development,Manager,Marketing,1,5,20263,20,1,3,3,4,3,2,Travel_Frequently,No,17,6,0,0,9,5,12,No
1139,26,Male,Divorced,Sales,Sales Representative,Life Sciences,5,1,8131,23,0,4,3,4,3,3,Travel_Frequently,Yes,23,24,9,15,3,3,2,No
1140,49,Male,Single,Research & Development,Healthcare Representative,Medical,4,1,16360,11,1,3,3,3,1,3,Travel_Frequently,Yes,13,40,8,14,5,4,15,Yes
1141,32,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,5,8379,17,1,3,2,2,3,2,Travel_Rarely,No,32,20,13,12,4,5,27,No
1142,19,Male,Divorced,Sales,Sales Executive,Marketing,2,5,9170,13,0,3,1,2,4,4,Travel_Frequently,Yes,10,13,11,7,2,2,1,No
1143,60,Male,Single,Sales,Sales Executive,Life Sciences,3,1,9980,20,0,3,1,2,3,4,Travel_Rarely,No,31,9,1,6,3,5,2,No
1144,30,Female,Single,Research & Development,Manager,Medical,1,1,22963,25,0,3,2,3,3,3,Non-Travel,No,38,15,7,2,8,3,17,No
1145,37,Male,Single,Sales,Sales Executive,Marketing,5,5,12976,23,0,3,4,3,2,2,Non-Travel,No,16,34,7,14,6,3,3,No
1146,43,Female,Single,Sales,Sales Representative,Technical Degree,5,1,6226,16,2,4,3,3,3,4,Non-Travel,Yes,16,10,7,0,5,5,8,No
1147,20,Female,Divorced,Sales,Sales Executive,Technical Degree,2,5,13162,18,1,3,3,2,4,3,Non-Travel,Yes,7,22,9,4,6,4,8,Yes
1148,40,Male,Married,Research & Development,Research Director,Technical Degree,4,4,20101,24,2,3,4,3,2,4,Travel_Frequently,No,26,1,0,1,8,4,29,No
1149,19,Male,Single,Research & Development,Healthcare Representative,Medical,2,4,10715,17,0,3,4,4,3,1,Non-Travel,No,12,5,3,5,6,0,13,No
1150,28,Male,Divorced,Human Resources,Manager,Medical,3,5,26008,19,0,3,3,3,3,3,Non-Travel,Yes,9,11,6,5,9,6,16,No
1151,53,Female,Divorced,Research & Development,Research Scientist,Other,3,1,9446,23,0,4,4,4,3,3,Non-Travel,Yes,35,12,9,3,9,0,27,No
1152,43,Male,Single,Sales,Sales Representative,Technical Degree,1,1,8533,24,1,3,4,1,3,3,Travel_Frequently,Yes,16,22,8,5,8,3,18,No
1153,40,Male,Divorced,Research & Development,Research Director,Life Sciences,1,1,28369,22,2,3,3,1,1,3,Travel_Rarely,Yes,25,40,1,15,4,1,19,No
1154,43,Male,Single,Research & Development,Research Scientist,Life Sciences,5,1,14530,17,0,3,2,4,4,3,Travel_Rarely,Yes,12,38,0,4,4,6,6,Yes
1155,26,Female,Single,Human Resources,Manager,Marketing,1,3,23837,18,2,3,4,4,3,4,Travel_Frequently,No,19,16,12,11,6,5,25,No
1156,21,Male,Married,Human Resources,Manager,Marketing,3,1,27147,15,0,3,3,3,3,3,Travel_Rarely,No,26,24,11,6,4,4,7,No
1157,32,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3,5,16565,16,0,3,3,3,4,3,Non-Travel,No,23,22,16,15,0,4,29,No
1158,28,Female,Divorced,Research & Development,Laboratory Technician,Other,4,5,9714,22,0,3,4,3,3,4,Travel_Rarely,No,19,26,10,1,5,5,2,No
1159,35,Male,Single,Research & Development,Manufacturing Director,Human Resources,2,5,24654,11,1,3,3,4,3,3,Travel_Rarely,No,9,25,18,10,4,5,26,No
1160,33,Male,Married,Human Resources,Human Resources,Medical,1,3,10473,16,0,3,4,3,1,3,Travel_Rarely,No,21,35,7,2,2,3,20,Yes
1161,32,Female,Single,Sales,Manager,Life Sciences,1,2,26079,14,1,3,4,2,3,4,Travel_Frequently,Yes,25,14,11,5,7,6,9,No
1162,42,Male,Single,Sales,Sales Representative,Human Resources,3,3,4739,15,0,3,4,3,3,3,Non-Travel,No,2,11,12,9,1,4,8,No
1163,48,Female,Single,Research & Development,Research Scientist,Technical Degree,2,4,9307,13,1,3,2,3,3,2,Non-Travel,No,16,19,12,3,2,6,3,No
1164,41,Male,Single,Research & Development,Research Director,Technical Degree,1,5,26322,15,1,3,4,4,4,3,Non-Travel,No,10,27,0,1,6,4,8,No
1165,33,Male,Divorced,Sales,Sales Representative,Technical Degree,1,3,2811,16,0,3,4,3,2,3,Non-Travel,No,9,1,0,2,6,3,8,No
1166,29,Male,Divorced,Research & Development,Research Scientist,Life Sciences,3,2,10099,11,0,3,2,2,2,3,Non-Travel,Yes,2,13,13,10,2,4,6,Yes
1167,24,Female,Married,Research & Development,Laboratory Technician,Life Sciences,1,3,7397,15,1,3,2,3,3,2,Travel_Frequently,No,5,15,16,6,4,1,14,No
1168,32,Female,Divorced,Research & Development,Healthcare Representative,Life Sciences,3,1,8914,17,0,3,4,4,3,4,Travel_Rarely,No,38,5,1,3,5,6,3,No
1169,28,Female,Divorced,Human Resources,Human Resources,Technical Degree,2,5,9796,13,0,3,1,2,3,3,Non-Travel,Yes,4,32,10,14,3,5,15,No
1170,25,Female,Married,Research & Development,Research Director,Marketing,5,5,15644,24,1,3,3,2,3,2,Non-Travel,No,20,1,0,0,2,0,5,Yes
1171,51,Female,Single,Research & Development,Research Director,Medical,5,3,22403,19,0,3,3,1,3,3,Travel_Rarely,No,3,15,8,0,9,6,24,No
1172,44,Male,Divorced,Research & Development,Healthcare Representative,Human Resources,1,1,16201,12,2,3,3,3,2,3,Travel_Rarely,Yes,4,29,1,10,1,1,8,Yes
1173,24,Male,Single,Sales,Sales Executive,Life Sciences,5,2,14755,21,1,4,2,3,2,3,Travel_Rarely,Yes,40,34,13,7,6,6,1,Yes
1174,60,Male,Divorced,Sales,Manager,Human Resources,5,3,17062,21,1,3,3,1,3,1,Travel_Rarely,No,8,5,0,2,1,6,2,No
1175,47,Male,Single,Human Resources,Human Resources,Life Sciences,5,3,6914,12,2,4,3,3,2,2,Travel_Frequently,No,16,7,4,5,4,2,14,Yes
1176,57,Male,Divorced,Research & Development,Laboratory Technician,Medical,4,4,8695,22,1,3,2,4,3,3,Travel_Rarely,Yes,26,25,4,13,3,4,12,No
1177,43,Male,Single,Research & Development,Laboratory Technician,Life Sciences,2,5,9071,24,2,3,4,2,3,4,Travel_Rarely,No,10,24,4,6,4,5,13,No
1178,37,Female,Single,Human Resources,Manager,Life Sciences,1,4,19114,17,2,3,4,2,2,4,Travel_Frequently,Yes,23,25,5,9,8,1,4,Yes
1179,44,Male,Single,Research & Development,Manufacturing Director,Human Resources,4,5,21090,19,3,4,4,2,3,3,Travel_Frequently,No,14,13,0,0,4,4,8,No
1180,59,Male,Married,Research & Development,Manufacturing Director,Other,5,1,18983,21,1,3,3,1,2,3,Travel_Rarely,Yes,14,14,8,2,0,2,2,No
1181,27,Male,Single,Research & Development,Manager,Medical,1,1,32428,19,0,3,1,4,3,4,Travel_Rarely,Yes,3,37,15,10,7,4,20,Yes
1182,51,Male,Divorced,Research & Development,Manager,Medical,2,1,20308,18,0,3,4,4,3,4,Travel_Frequently,No,26,16,11,3,8,4,18,No
1183,45,Male,Divorced,Research & Development,Research Scientist,Technical Degree,2,1,7534,13,1,4,3,3,3,3,Non-Travel,No,11,4,5,3,1,3,20,No
1184,31,Female,Divorced,Research & Development,Research Director,Human Resources,5,5,29384,11,0,4,4,2,3,1,Travel_Rarely,Yes,13,31,0,15,1,3,16,No
1185,28,Female,Single,Research & Development,Manager,Medical,1,4,15456,20,2,3,3,3,4,4,Non-Travel,No,2,7,4,0,3,3,22,No
1186,36,Female,Married,Sales,Sales Representative,Medical,5,5,8958,19,2,3,3,3,3,3,Travel_Rarely,No,13,23,4,4,5,6,29,No
1187,35,Female,Married,Research & Development,Research Director,Marketing,4,4,21054,25,0,4,4,4,3,4,Travel_Rarely,Yes,12,4,3,0,1,5,18,No
1188,56,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,2,1,14412,20,0,4,3,4,1,3,Travel_Rarely,No,33,16,10,1,9,3,23,No
1189,55,Male,Single,Research & Development,Healthcare Representative,Other,2,3,13630,21,3,4,3,3,3,3,Non-Travel,Yes,4,34,6,6,9,3,7,No
1190,19,Female,Single,Human Resources,Manager,Medical,3,2,27779,21,0,3,3,4,2,3,Non-Travel,No,39,30,16,7,0,3,22,No
1191,33,Male,Divorced,Human Resources,Human Resources,Marketing,2,3,9002,23,3,4,2,2,4,4,Travel_Rarely,Yes,1,27,5,8,3,6,27,No
1192,56,Female,Single,Research & Development,Research Scientist,Technical Degree,3,1,10326,20,2,3,3,3,3,3,Travel_Rarely,No,39,19,17,2,3,3,2,No
1193,26,Female,Divorced,Research & Development,Manager,Technical Degree,1,1,20960,11,1,3,4,3,4,3,Non-Travel,Yes,36,19,18,5,0,5,6,No
1194,42,Male,Divorced,Sales,Sales Representative,Medical,2,5,9047,17,0,3,3,4,4,3,Travel_Frequently,Yes,34,27,6,0,9,6,8,No
1195,26,Male,Single,Research & Development,Healthcare Representative,Other,2,3,8890,17,0,3,3,3,4,3,Travel_Frequently,No,14,17,7,8,3,3,12,No
1196,51,Male,Single,Sales,Manager,Marketing,2,3,28662,14,1,3,3,4,3,4,Non-Travel,No,35,24,10,10,0,3,9,No
1197,54,Female,Divorced,Sales,Sales Executive,Technical Degree,1,2,14020,20,0,4,2,4,4,3,Non-Travel,No,20,22,6,10,9,0,27,No
1198,39,Female,Divorced,Research & Development,Research Director,Human Resources,3,3,24026,13,1,4,2,2,2,3,Non-Travel,Yes,18,2,3,3,8,3,14,Yes
1199,57,Female,Single,Research & Development,Manufacturing Director,Life Sciences,4,5,25771,11,0,3,2,3,1,2,Non-Travel,No,1,37,6,8,7,0,11,No
1200,44,Female,Single,Research & Development,Healthcare Representative,Technical Degree,4,3,11332,15,1,3,4,2,1,3,Travel_Frequently,No,13,27,11,13,9,4,11,No
1201,38,Male,Divorced,Sales,Sales Representative,Medical,3,2,4156,23,1,3,3,4,4,3,Travel_Frequently,Yes,10,1,1,1,1,2,2,Yes
1202,21,Female,Married,Research & Development,Healthcare Representative,Marketing,5,1,8379,21,0,3,3,3,4,3,Travel_Frequently,Yes,15,15,13,1,6,1,11,No
1203,19,Male,Married,Research & Development,Laboratory Technician,Human Resources,2,1,3453,23,0,4,1,4,1,2,Travel_Rarely,No,31,5,3,2,8,3,25,No
1204,42,Male,Divorced,Research & Development,Laboratory Technician,Marketing,2,5,7176,15,0,3,3,3,1,4,Travel_Rarely,No,15,20,7,3,8,0,22,No
1205,32,Male,Divorced,Human Resources,Human Resources,Life Sciences,4,3,9624,15,2,3,3,4,3,2,Travel_Frequently,Yes,26,23,4,12,3,3,15,No
1206,20,Male,Married,Research & Development,Manager,Marketing,5,3,28972,21,0,3,3,2,4,3,Non-Travel,No,21,32,4,11,3,3,24,No
1207,19,Female,Married,Research & Development,Healthcare Representative,Life Sciences,4,4,11837,18,0,3,3,3,3,2,Non-Travel,No,5,15,2,10,7,6,7,Yes
1208,21,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,4,3,11270,17,0,3,3,2,4,3,Non-Travel,Yes,16,39,10,7,8,6,11,No
1209,41,Male,Divorced,Research & Development,Research Director,Life Sciences,1,1,18283,15,1,4,2,3,2,1,Travel_Rarely,Yes,3,15,7,9,9,6,22,No
1210,22,Female,Divorced,Research & Development,Research Director,Life Sciences,5,1,24965,21,2,3,3,4,4,3,Non-Travel,No,17,5,3,3,1,2,24,No
1211,45,Male,Divorced,Research & Development,Research Director,Technical Degree,5,4,18114,17,1,4,3,4,4,3,Travel_Frequently,No,9,5,5,4,0,5,12,No
1212,43,Male,Divorced,Research & Development,Healthcare Representative,Medical,2,1,11819,22,0,3,4,3,3,4,Travel_Rarely,Yes,1,21,10,8,7,5,8,No
1213,29,Male,Single,Research & Development,Research Director,Marketing,4,3,15763,18,2,3,1,3,1,2,Travel_Rarely,Yes,29,9,8,5,2,2,15,Yes
1214,26,Female,Single,Sales,Sales Representative,Other,2,2,4038,23,1,3,2,4,3,4,Travel_Frequently,Yes,34,0,1,1,4,6,28,No
1215,24,Male,Single,Research & Development,Healthcare Representative,Marketing,2,3,11491,25,3,3,1,3,2,4,Travel_Frequently,Yes,22,13,3,9,8,6,18,Yes
1216,25,Male,Divorced,Research & Development,Laboratory Technician,Other,1,2,9129,19,3,3,3,4,3,4,Non-Travel,Yes,7,31,12,14,5,6,20,No
1217,31,Female,Single,Sales,Manager,Human Resources,1,3,15000,24,0,3,3,4,3,4,Non-Travel,Yes,11,6,4,2,1,5,20,No
1218,47,Male,Divorced,Research & Development,Manufacturing Director,Medical,4,2,20645,15,0,3,4,4,4,2,Non-Travel,Yes,15,15,2,10,5,2,7,Yes
1219,38,Male,Married,Research & Development,Research Scientist,Other,1,1,9624,20,3,3,1,3,1,3,Travel_Frequently,Yes,20,14,10,14,6,5,27,Yes
1220,37,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,5,5,7055,15,0,3,4,3,3,2,Non-Travel,Yes,39,20,3,0,6,0,23,No
1221,42,Male,Divorced,Research & Development,Manager,Other,1,4,32673,19,0,3,1,4,1,2,Non-Travel,Yes,5,39,15,11,6,1,21,Yes
1222,54,Female,Divorced,Research & Development,Manufacturing Director,Other,1,1,16886,11,0,3,4,3,1,3,Travel_Rarely,No,40,24,11,15,2,6,5,No
1223,21,Male,Divorced,Research & Development,Research Director,Marketing,5,4,19588,22,0,3,2,3,1,4,Non-Travel,No,9,12,9,5,1,2,11,No
1224,20,Female,Single,Sales,Manager,Technical Degree,1,4,28981,11,0,3,3,4,3,4,Non-Travel,Yes,16,21,0,13,5,6,10,No
1225,46,Male,Single,Research & Development,Healthcare Representative,Human Resources,5,5,12453,16,0,4,3,2,3,1,Travel_Frequently,Yes,24,25,10,11,6,6,5,Yes
1226,49,Female,Married,Sales,Manager,Human Resources,5,2,27491,12,0,3,3,1,3,3,Non-Travel,No,8,33,18,0,1,0,26,No
1227,53,Male,Married,Research & Development,Laboratory Technician,Human Resources,5,1,8154,14,1,3,1,2,2,4,Non-Travel,No,16,24,16,10,3,4,6,No
1228,37,Male,Married,Human Resources,Manager,Technical Degree,2,5,17046,14,1,4,3,4,4,3,Travel_Frequently,Yes,13,4,5,0,9,2,24,No
1229,43,Male,Divorced,Sales,Manager,Technical Degree,3,4,31495,22,1,3,1,2,3,4,Non-Travel,No,34,31,5,5,8,1,23,No
1230,25,Male,Single,Research & Development,Research Scientist,Technical Degree,5,3,12413,21,3,3,2,4,2,3,Travel_Rarely,No,32,33,0,12,4,2,26,No
1231,35,Male,Married,Research & Development,Research Director,Medical,1,4,26129,16,2,3,3,4,4,3,Travel_Frequently,Yes,10,17,16,15,4,4,23,Yes
1232,23,Male,Married,Research & Development,Healthcare Representative,Life Sciences,1,5,7257,20,1,3,4,2,2,3,Non-Travel,Yes,22,4,2,0,5,6,21,No
1233,57,Male,Divorced,Research & Development,Research Scientist,Medical,3,5,10004,24,0,3,3,3,3,2,Travel_Rarely,Yes,2,25,2,10,9,3,21,No
1234,35,Female,Divorced,Research & Development,Laboratory Technician,Medical,4,4,4274,17,1,3,1,3,2,2,Non-Travel,Yes,3,9,1,10,8,0,9,Yes
1235,30,Male,Single,Sales,Sales Executive,Human Resources,4,4,11851,22,1,4,3,3,1,3,Travel_Frequently,No,1,19,11,7,9,1,29,No
1236,45,Male,Divorced,Research & Development,Manufacturing Director,Marketing,2,4,20569,25,1,3,4,3,4,1,Travel_Frequently,Yes,38,31,4,11,6,3,24,No
1237,27,Female,Married,Research & Development,Manager,Other,2,5,30170,14,2,3,3,3,1,4,Travel_Rarely,No,35,32,4,2,2,3,6,No
1238,56,Male,Married,Research & Development,Laboratory Technician,Life Sciences,4,3,8135,12,1,4,3,4,3,4,Travel_Frequently,No,38,23,16,2,7,3,12,Yes
1239,54,Male,Single,Research & Development,Laboratory Technician,Marketing,5,5,8123,13,1,3,2,2,4,4,Non-Travel,No,21,17,18,15,4,3,15,Yes
1240,38,Male,Married,Research & Development,Research Director,Other,2,3,21626,14,3,3,4,3,3,3,Travel_Frequently,No,21,37,13,5,2,5,1,No
1241,57,Male,Single,Research & Development,Healthcare Representative,Marketing,5,4,10410,18,0,3,3,1,4,2,Non-Travel,No,21,3,2,3,7,6,8,No
1242,34,Male,Married,Research & Development,Manufacturing Director,Marketing,4,5,21654,16,0,3,3,3,4,3,Non-Travel,No,40,15,15,9,1,3,18,No
1243,41,Female,Single,Research & Development,Manager,Marketing,5,1,28379,24,2,3,2,4,3,4,Travel_Rarely,Yes,31,29,9,15,5,4,4,No
1244,20,Male,Divorced,Research & Development,Research Director,Medical,2,3,23937,18,0,3,4,1,4,3,Travel_Frequently,Yes,37,9,7,10,1,2,24,No
1245,33,Male,Divorced,Human Resources,Manager,Medical,4,3,26053,16,1,3,1,2,3,1,Travel_Frequently,No,38,18,12,3,0,0,15,No
1246,19,Female,Married,Research & Development,Manager,Human Resources,1,4,21134,19,0,3,4,4,3,3,Travel_Rarely,No,6,2,3,1,1,5,26,No
1247,60,Male,Married,Research & Development,Laboratory Technician,Medical,4,4,9714,14,0,3,4,3,4,3,Travel_Frequently,No,26,35,1,15,0,3,5,No
1248,31,Female,Married,Sales,Manager,Life Sciences,3,2,16564,11,1,4,4,3,4,3,Travel_Rarely,Yes,19,17,7,13,6,6,22,No
1249,48,Male,Divorced,Human Resources,Manager,Other,1,1,31690,25,1,3,3,4,4,4,Travel_Rarely,No,27,36,11,4,6,6,1,No
1250,29,Male,Married,Research & Development,Healthcare Representative,Human Resources,4,4,13687,20,0,3,2,3,3,4,Non-Travel,Yes,10,26,2,8,2,2,28,Yes
1251,23,Female,Divorced,Sales,Sales Representative,Marketing,4,3,5242,18,3,3,3,2,4,4,Non-Travel,Yes,13,6,2,5,5,2,10,No
1252,51,Male,Divorced,Human Resources,Human Resources,Technical Degree,2,5,6200,11,1,3,4,2,3,4,Non-Travel,No,34,6,1,3,7,6,24,No
1253,24,Male,Single,Research & Development,Healthcare Representative,Life Sciences,1,3,12665,21,1,3,4,3,2,4,Travel_Frequently,No,6,34,3,5,7,1,18,Yes
1254,18,Male,Married,Sales,Sales Representative,Human Resources,1,4,4931,21,1,3,1,4,3,2,Travel_Frequently,No,29,12,6,2,9,2,1,No
1255,48,Male,Married,Research & Development,Manager,Human Resources,4,5,22290,11,1,3,3,3,2,3,Travel_Rarely,Yes,2,4,1,5,2,3,28,Yes
1256,43,Male,Divorced,Sales,Sales Representative,Other,2,5,6418,21,0,3,3,2,3,4,Travel_Rarely,Yes,2,16,15,0,3,2,5,No
1257,25,Male,Single,Research & Development,Manager,Technical Degree,5,2,22906,20,0,4,3,3,1,2,Non-Travel,No,21,38,7,2,9,1,21,No
1258,39,Female,Single,Human Resources,Human Resources,Life Sciences,5,5,7034,18,0,3,3,1,1,4,Travel_Rarely,No,38,10,3,3,5,4,8,No
1259,30,Male,Married,Research & Development,Healthcare Representative,Life Sciences,4,3,13387,16,3,3,3,2,1,4,Travel_Frequently,Yes,22,39,3,0,2,5,3,No
1260,27,Male,Married,Research & Development,Research Scientist,Medical,3,5,13325,18,0,4,2,1,1,3,Travel_Frequently,No,1,34,6,1,5,3,17,No
1261,54,Female,Married,Research & Development,Research Scientist,Marketing,5,2,9034,23,1,3,1,3,2,2,Non-Travel,Yes,24,19,17,8,1,6,18,Yes
1262,47,Male,Single,Research & Development,Research Director,Other,5,4,27370,21,1,4,4,4,3,3,Travel_Rarely,No,30,29,7,1,3,1,6,No
1263,46,Male,Married,Sales,Sales Representative,Marketing,5,1,7148,20,0,4,4,3,4,4,Travel_Frequently,Yes,7,21,17,2,5,3,1,No
1264,28,Male,Married,Research & Development,Healthcare Representative,Life Sciences,1,1,13639,11,1,4,1,3,3,3,Non-Travel,No,28,30,11,9,5,3,11,No
1265,54,Male,Single,Research & Development,Manufacturing Director,Other,1,2,16422,20,0,3,2,4,3,3,Non-Travel,No,22,29,13,0,6,3,24,No
1266,29,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,4,4,16460,18,1,3,1,4,3,2,Travel_Frequently,No,36,26,13,4,6,1,16,Yes
1267,46,Male,Single,Research & Development,Laboratory Technician,Technical Degree,2,2,4141,21,2,3,3,4,1,3,Travel_Frequently,No,10,4,2,1,2,1,7,Yes
1268,21,Female,Married,Research & Development,Laboratory Technician,Other,1,4,5351,20,3,3,2,2,3,4,Travel_Rarely,No,25,9,9,5,2,1,11,No
1269,38,Female,Married,Research & Development,Research Director,Life Sciences,4,3,20800,15,1,3,3,3,1,3,Non-Travel,Yes,21,8,3,1,1,4,21,No
1270,18,Female,Single,Research & Development,Manufacturing Director,Technical Degree,3,2,16762,16,0,3,2,3,3,4,Travel_Frequently,Yes,27,16,17,14,8,3,1,Yes
1271,32,Female,Single,Research & Development,Research Scientist,Human Resources,3,5,14391,17,3,4,4,4,2,4,Travel_Rarely,No,8,37,17,15,9,4,25,Yes
1272,49,Female,Single,Research & Development,Manufacturing Director,Medical,5,1,21931,18,3,3,4,3,3,2,Travel_Frequently,No,0,12,3,3,2,4,18,No
1273,18,Female,Divorced,Research & Development,Research Director,Medical,1,2,21558,21,0,3,2,4,3,2,Travel_Rarely,No,31,1,1,1,5,2,3,Yes
1274,49,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3,1,18715,23,0,3,1,4,4,3,Travel_Rarely,No,16,39,8,5,0,1,28,No
1275,48,Male,Divorced,Research & Development,Research Scientist,Marketing,5,4,12907,13,3,3,4,2,3,3,Non-Travel,Yes,0,34,13,1,1,6,9,No
1276,27,Male,Divorced,Research & Development,Manufacturing Director,Other,4,1,14401,12,0,3,1,3,3,3,Travel_Frequently,No,30,14,4,0,9,1,12,No
1277,20,Male,Divorced,Sales,Sales Executive,Medical,5,4,7454,24,0,3,4,3,2,2,Non-Travel,No,30,7,5,8,2,4,4,Yes
1278,41,Female,Divorced,Research & Development,Manager,Life Sciences,4,3,29329,24,3,3,4,4,1,4,Travel_Rarely,No,19,20,5,9,8,6,15,Yes
1279,44,Male,Divorced,Research & Development,Manufacturing Director,Other,5,4,13996,22,0,3,3,3,3,4,Travel_Rarely,Yes,29,10,7,2,4,2,7,No
1280,58,Female,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,4,7797,12,0,3,4,4,3,3,Travel_Frequently,No,33,21,1,5,9,4,2,No
1281,35,Male,Married,Research & Development,Laboratory Technician,Life Sciences,1,1,10683,20,0,3,3,3,3,3,Travel_Rarely,No,14,34,15,13,2,2,29,No
1282,26,Male,Single,Sales,Sales Representative,Human Resources,1,3,5430,25,2,4,3,4,3,4,Travel_Rarely,No,9,8,7,3,1,5,4,No
1283,29,Female,Married,Research & Development,Laboratory Technician,Life Sciences,1,5,8743,15,0,3,2,2,1,4,Travel_Frequently,No,39,25,16,8,7,6,10,No
1284,52,Female,Married,Sales,Manager,Technical Degree,4,1,20874,16,0,3,2,4,4,2,Non-Travel,No,10,40,9,14,3,3,11,No
1285,30,Female,Divorced,Sales,Manager,Technical Degree,1,3,18712,15,0,3,3,2,1,4,Travel_Rarely,Yes,20,9,5,4,0,5,10,No
1286,25,Male,Divorced,Sales,Sales Executive,Marketing,3,5,12398,14,1,3,3,2,3,3,Non-Travel,Yes,37,25,0,8,5,6,7,No
1287,55,Male,Divorced,Research & Development,Manager,Technical Degree,2,2,16070,24,2,3,4,4,3,2,Travel_Rarely,No,30,11,3,4,5,1,21,No
1288,31,Female,Single,Research & Development,Manager,Marketing,1,5,17820,19,0,3,2,3,2,1,Travel_Frequently,Yes,14,3,2,0,5,0,13,Yes
1289,26,Male,Single,Sales,Sales Executive,Technical Degree,1,5,9036,15,1,3,1,2,1,2,Non-Travel,No,19,20,10,12,4,0,3,No
1290,41,Female,Divorced,Research & Development,Laboratory Technician,Life Sciences,5,1,7188,24,0,4,4,4,2,3,Travel_Rarely,Yes,1,23,11,7,4,4,9,No
1291,57,Female,Married,Human Resources,Human Resources,Technical Degree,4,2,10714,13,3,3,1,2,3,3,Travel_Frequently,No,15,30,0,13,1,5,14,No
1292,60,Male,Married,Sales,Sales Executive,Life Sciences,4,4,12321,12,0,3,3,1,4,3,Non-Travel,Yes,24,34,16,11,6,4,15,No
